gene_symbol	gene_symbol_long	_identifier
SABATH12	SABATH gene 12	glyma.Wm82.gnm2.ann1.Glyma.09G253900
SABATH13	SABATH gene 13	glyma.Wm82.gnm2.ann1.Glyma.09G254000
SABATH14	SABATH gene 14	glyma.Wm82.gnm2.ann1.Glyma.09G254100
SABATH15	SABATH gene 15	glyma.Wm82.gnm2.ann1.Glyma.09G254200
SABATH16	SABATH gene 16	glyma.Wm82.gnm2.ann1.Glyma.14G018100
SABATH17	SABATH gene 17	glyma.Wm82.gnm2.ann1.Glyma.14G072300
SABATH18	SABATH gene 18	glyma.Wm82.gnm2.ann1.Glyma.16G134000
SABATH19	SABATH gene 19	glyma.Wm82.gnm2.ann1.Glyma.16G134400
SABATH2	SABATH gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G171600
SABATH20	SABATH gene 20	glyma.Wm82.gnm2.ann1.Glyma.16G134500
SABATH21	SABATH gene 21	glyma.Wm82.gnm2.ann1.Glyma.16G134600
SABATH22	SABATH gene 22	glyma.Wm82.gnm2.ann1.Glyma.16G134700
SABATH23	SABATH gene 23	glyma.Wm82.gnm2.ann1.Glyma.17G252700
SABATH24	SABATH gene 24	glyma.Wm82.gnm2.ann1.Glyma.18G089800
SABATH25	SABATH gene 25	glyma.Wm82.gnm2.ann1.Glyma.18G238800
SABATH26	SABATH gene 26	glyma.Wm82.gnm2.ann1.Glyma.18G238900
SABATH27	SABATH gene 27	glyma.Wm82.gnm2.ann1.Glyma.18G239000
SABATH28	SABATH gene 28	glyma.Wm82.gnm2.ann1.Glyma.18G239100
SABATH3	SABATH gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G053900
SABATH4, SABATH2, SAMT1.02	SABATH gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G054200
SABATH5	SABATH gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G121000
SABATH6	SABATH gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G295300
SABATH7	SABATH gene 7	glyma.Wm82.gnm2.ann1.Glyma.03G042300
SABATH8	SABATH gene 8	glyma.Wm82.gnm2.ann1.Glyma.04G010900
SABATH9	SABATH gene 9	glyma.Wm82.gnm2.ann1.Glyma.04G108800
SACPD-A, ACPD-2, SAD2	stearoyl-acyl carrier protein desaturase gene A	glyma.Wm82.gnm2.ann1.Glyma.07G207200
SACPD-B, ACPD, ACPD-1, FAB2, SACPD, SAD1	stearoyl-acyl carrier protein desaturase gene B	glyma.Wm82.gnm2.ann1.Glyma.02G138100
SALI5-4A	sali5-4a protein gene	glyma.Wm82.gnm2.ann1.Glyma.12G217300
SALT3, CHX1, CHX20b2, NCL	K+/H+ antiporter gene	glyma.Wm82.gnm2.ann1.Glyma.03G171700
SAMDC	S-adenosylmethionine decarboxylase gene	glyma.Wm82.gnm2.ann1.Glyma.02G128000
SAN1A	senescence-associated nodulin 1A gene	glyma.Wm82.gnm2.ann1.Glyma.07G209100
SAN1B	senescence-associated nodulin 1B gene	glyma.Wm82.gnm2.ann1.Glyma.07G208900
SARD1-1	Systemic Acquired Resistance Deficient 1 protein gene 1	glyma.Wm82.gnm2.ann1.Glyma.07G093900
SARD1-2	Systemic Acquired Resistance Deficient 1 protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.08G044400
SARD1-3	Systemic Acquired Resistance Deficient 1 protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.09G182400
SARD1-like	Systemic Acquired Resistance Deficient 1 protein-like gene	glyma.Wm82.gnm2.ann1.Glyma.05G237200
SARK	senescence-associated receptor-like kinase gene	glyma.Wm82.gnm2.ann1.Glyma.13G266100
SAT1	Serine Acetyltransferase gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G160000
SAT1, SAT10	serine O-acetyltransferase 1	glyma.Wm82.gnm2.ann1.Glyma.18G080000
SAT2	Serine Acetyltransferase gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G042000
SAT3	Serine Acetyltransferase gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G299100
SAT4	Serine Acetyltransferase gene 4	glyma.Wm82.gnm2.ann1.Glyma.07G058800
SAT5	Serine Acetyltransferase gene 5	glyma.Wm82.gnm2.ann1.Glyma.08G327400
SAT6	Serine Acetyltransferase gene 6	glyma.Wm82.gnm2.ann1.Glyma.11G084100
SAT7	Serine Acetyltransferase gene 7	glyma.Wm82.gnm2.ann1.Glyma.14G014700
SAT8	Serine Acetyltransferase gene 8	glyma.Wm82.gnm2.ann1.Glyma.16G027700
SAT9	Serine Acetyltransferase gene 9	glyma.Wm82.gnm2.ann1.Glyma.16G118800
SAc3	Actin 3 gene	glyma.Wm82.gnm2.ann1.Glyma.08G146500
SAc4	Actin 4 gene	glyma.Wm82.gnm2.ann1.Glyma.12G063400
SBP2	sucrose-binding protein 2 gene	glyma.Wm82.gnm2.ann1.Glyma.02G145700
SBP56	56kDa selenium binding protein 56 gene	glyma.Wm82.gnm2.ann1.Glyma.08G108000
SBP65	Late embryonic abundant protein 65 kd gene	glyma.Wm82.gnm2.ann1.Glyma.13G291800
SBPRP	proline-rich protein gene	glyma.Wm82.gnm2.ann1.Glyma.14G115500
SC-03	thiamin biosynthetic enzyme gene	glyma.Wm82.gnm2.ann1.Glyma.12G135000
SC-04	thiamin biosynthetic enzyme gene	glyma.Wm82.gnm2.ann1.Glyma.06G269700
SCA1	plasma membrane Ca2+-ATPase SCA1 gene	glyma.Wm82.gnm2.ann1.Glyma.01G193600
SCA2	plasma membrane Ca2+-ATPase SCA2 gene	glyma.Wm82.gnm2.ann1.Glyma.06G046000
SCAM-1	calmodulin gene 1	glyma.Wm82.gnm2.ann1.Glyma.03G004100
SCAM-2	calmodulin gene 2	glyma.Wm82.gnm2.ann1.Glyma.13G074800
SCAM-3	calmodulin gene 3	glyma.Wm82.gnm2.ann1.Glyma.19G068300
SCAM-4	calmodulin gene 4	glyma.Wm82.gnm2.ann1.Glyma.10G178400
SCAM-5	calmodulin gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G002100
SCAMP1	Secretory Carrier Membrane Protein gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G010300
SCAMP2	Secretory Carrier Membrane Protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.06G296900
SCAMP3	Secretory Carrier Membrane Protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.07G191600
SCAMP4	Secretory Carrier Membrane Protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.09G210800
SCAMP5	Secretory Carrier Membrane Protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.12G108200
SCAMP6	Secretory Carrier Membrane Protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.12G202000
SCAMP7, SCAMP10, SCAMP9	Secretory Carrier Membrane Protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.13G185100
SCAMP8	Secretory Carrier Membrane Protein gene 8	glyma.Wm82.gnm2.ann1.Glyma.13G244600
SCB1	Seed coat BURP domian protein 1 gene	glyma.Wm82.gnm2.ann1.Glyma.07G176700
SCHI	chilling-induced protein gene	glyma.Wm82.gnm2.ann1.Glyma.13G275000
SCOF-1	scof-1 protein gene	glyma.Wm82.gnm2.ann1.Glyma.17G236200
SCTF-1, ZAT6	zinc finger protein ZAT10 gene	glyma.Wm82.gnm2.ann1.Glyma.06G045400
SDP1	triacylglycerol lipase SDP1 gene	glyma.Wm82.gnm2.ann1.Glyma.10G105200
SDP1-1	triacylglycerol lipase SDP1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G190000
SDP1-3	triacylglycerol lipase SDP1 gene 3	glyma.Wm82.gnm2.ann1.Glyma.19G132900
SDP1-4	triacylglycerol lipase SDP1 gene 4	glyma.Wm82.gnm2.ann1.Glyma.03G130900
SDP6	glycerol-3-phosphate dehydrogenase SDP6, mitochondrial gene	glyma.Wm82.gnm2.ann1.Glyma.02G165500
SDR	short-chain dehydrogenase/reductase (SDR) family protein gene	glyma.Wm82.gnm2.ann1.Glyma.07G074400
SEO-F1	sieve element occlusion by forisomes 1 gene	glyma.Wm82.gnm2.ann1.Glyma.10G185500
SEO-F2	sieve element occlusion by forisomes 2 gene	glyma.Wm82.gnm2.ann1.Glyma.10G185600
SEO-F3	sieve element occlusion by forisomes 3 gene	glyma.Wm82.gnm2.ann1.Glyma.10G000400
SEO-F4	sieve element occlusion by forisomes 4 gene	glyma.Wm82.gnm2.ann1.Glyma.10G185700
SEOA	sieve element occlusion gene a	glyma.Wm82.gnm2.ann1.Glyma.02G000700
SEOC	sieve element occlusion gene c	glyma.Wm82.gnm2.ann1.Glyma.04G190300
SEOD	sieve element occlusion gene d	glyma.Wm82.gnm2.ann1.Glyma.06G175200
SEOE	sieve element occlusion gene e	glyma.Wm82.gnm2.ann1.Glyma.08G130500
SEOF	sieve element occlusion gene f	glyma.Wm82.gnm2.ann1.Glyma.10G000500
SEOG	sieve element occlusion gene g	glyma.Wm82.gnm2.ann1.Glyma.10G185800
SEOI	sieve element occlusion gene i	glyma.Wm82.gnm2.ann1.Glyma.11G244200
SEOJ	sieve element occlusion gene j	glyma.Wm82.gnm2.ann1.Glyma.13G077200
SEOL	uncharacterized LOC100807591	glyma.Wm82.gnm2.ann1.Glyma.13G191100
SEOM	sieve element occlusion gene m	glyma.Wm82.gnm2.ann1.Glyma.16G067700
SEOO	sieve element occlusion gene o	glyma.Wm82.gnm2.ann1.Glyma.20G053000
SEOP	sieve element occlusion gene p	glyma.Wm82.gnm2.ann1.Glyma.20G052900
SEOR	sieve element occlusion gene r	glyma.Wm82.gnm2.ann1.Glyma.20G204400
SEOS	sieve element occlusion gene s	glyma.Wm82.gnm2.ann1.Glyma.20G204500
SEOU	uncharacterized LOC100795343	glyma.Wm82.gnm2.ann1.Glyma.20G204800
SEP1 gene	transcription factor SEP1 gene	glyma.Wm82.gnm2.ann1.Glyma.19G034500
SEPB2	peroxidase sEPb2 gene	glyma.Wm82.gnm2.ann1.Glyma.11G080300
SERK1	somatic embryogenesis receptor kinase gene	glyma.Wm82.gnm2.ann1.Glyma.10G218800
SF	serine/arginine-rich splicing factor gene	glyma.Wm82.gnm2.ann1.Glyma.05G117600
SFERH-2	ferritin gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G124500
SFERH-3	ferritin gene 3	glyma.Wm82.gnm2.ann1.Glyma.11G232600
SFERH-4	ferritin gene 4	glyma.Wm82.gnm2.ann1.Glyma.14G056800
SFH1	Sec14 homology protein 1 gene	glyma.Wm82.gnm2.ann1.Glyma.01G171200
SFH10	Sec14 homology protein 10 gene	glyma.Wm82.gnm2.ann1.Glyma.06G030000
SFH11	Sec14 homology protein 11 gene	glyma.Wm82.gnm2.ann1.Glyma.06G322200
SFH12	Sec14 homology protein 12 gene	glyma.Wm82.gnm2.ann1.Glyma.08G267000
SFH13	Sec14 homology protein 13 gene	glyma.Wm82.gnm2.ann1.Glyma.08G352800
SFH14	Sec14 homology protein 14 gene	glyma.Wm82.gnm2.ann1.Glyma.11G032100
SFH15	Sec14 homology protein 15 gene	glyma.Wm82.gnm2.ann1.Glyma.11G071900
SFH16	Sec14 homology protein 16 gene	glyma.Wm82.gnm2.ann1.Glyma.11G115000
SFH17	Sec14 homology protein 17 gene	glyma.Wm82.gnm2.ann1.Glyma.11G115100
SFH18	Sec14 homology protein 18 gene	glyma.Wm82.gnm2.ann1.Glyma.12G040800
SFH19	Sec14 homology protein 19 gene	glyma.Wm82.gnm2.ann1.Glyma.12G040900
SFH2	Sec14 homology protein 2 gene	glyma.Wm82.gnm2.ann1.Glyma.01G209900
SFH20	Sec14 homology protein 20 gene	glyma.Wm82.gnm2.ann1.Glyma.14G071900
SFH21	Sec14 homology protein 21 gene	glyma.Wm82.gnm2.ann1.Glyma.16G102400
SFH22	Sec14 homology protein 22 gene	glyma.Wm82.gnm2.ann1.Glyma.16G133300
SFH23	Sec14 homology protein 23 gene	glyma.Wm82.gnm2.ann1.Glyma.17G253000
SFH24	Sec14 homology protein 24 gene	glyma.Wm82.gnm2.ann1.Glyma.18G169300
SFH25	Sec14 homology protein 25 gene	glyma.Wm82.gnm2.ann1.Glyma.18G169800
SFH3	Sec14 homology protein 3 gene	glyma.Wm82.gnm2.ann1.Glyma.02G053200
SFH4	Sec14 homology protein 4 gene	glyma.Wm82.gnm2.ann1.Glyma.04G010500
SFH5	Sec14 homology protein 5 gene	glyma.Wm82.gnm2.ann1.Glyma.04G010600
SFH6	Sec14 homology protein 6 gene	glyma.Wm82.gnm2.ann1.Glyma.04G029900
SFH7	Sec14 homology protein 7 gene	glyma.Wm82.gnm2.ann1.Glyma.04G112300
SFH8	Sec14 homology protein 8 gene	glyma.Wm82.gnm2.ann1.Glyma.06G010400
SFH9	Sec14 homology protein 9 gene	glyma.Wm82.gnm2.ann1.Glyma.06G010500
SFR2	beta-glycosidase-like gene	glyma.Wm82.gnm2.ann1.Glyma.17G037100
SFT	seed-flooding tolerance gene	glyma.Wm82.gnm2.ann1.Glyma.13G248000
SG-1-LIKE	putative UDP-glucosyltransferase gene	glyma.Wm82.gnm2.ann1.Glyma.07G254900
SG-3, UGT91H4	putative glycosyltransferase UGT91H9 gene	glyma.Wm82.gnm2.ann1.Glyma.10G104700
SG-4, UGT73P10	UDP-arabinose glycosyltransferase gene	glyma.Wm82.gnm2.ann1.Glyma.01G046300
SG-9	UDP-glycosyltransferase UGT73B4 gene	glyma.Wm82.gnm2.ann1.Glyma.16G033700
SGF14A, GF14A, GF14t	Soybean 14-3-3 G-box Factor gene A	glyma.Wm82.gnm2.ann1.Glyma.18G298300
SGF14B, GF14B	Soybean 14-3-3 G-box Factor gene B	glyma.Wm82.gnm2.ann1.Glyma.04G092600
SGF14D, GF14D, GF14q	Soybean 14-3-3 G-box Factor gene D	glyma.Wm82.gnm2.ann1.Glyma.13G290900
SGF14G	14-3-3 protein SGF14 gene g	glyma.Wm82.gnm2.ann1.Glyma.02G208700
SGF14K, GF14r	14-3-3 protein SGF14 gene k	glyma.Wm82.gnm2.ann1.Glyma.14G176900
SGF14R, GF14u	putative 14-3-3 protein SGF14 gene r	glyma.Wm82.gnm2.ann1.Glyma.20G025900
SGF14S, GF14s	Soybean 14-3-3 G-box Factor gene S	glyma.Wm82.gnm2.ann1.Glyma.17G208100
SGF14T, GF14v	Soybean 14-3-3 G-box Factor gene T	glyma.Wm82.gnm2.ann1.Glyma.20G043700
SGF14e	14-3-3 protein SGF14 gene e	glyma.Wm82.gnm2.ann1.Glyma.01G058000
SGF14f	14-3-3 protein SGF14 gene f	glyma.Wm82.gnm2.ann1.Glyma.02G115900
SGR	AP2-domain transcription factor SGR gene	glyma.Wm82.gnm2.ann1.Glyma.02G264700
SGS3	sRNA biogenesis gene 3	glyma.Wm82.gnm2.ann1.Glyma.04G203600
SGT1-1	Suppressor of the G2 allele of SKP1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G222400
SGT1-2	Suppressor of the G2 allele of SKP1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.09G128800
SGT2, UGT73P2	soyasapogenol B glucuronide galactosyltransferase gene	glyma.Wm82.gnm2.ann1.Glyma.11G053400
SGT3, UGT91H	soyasaponin III rhamnosyltransferase gene	glyma.Wm82.gnm2.ann1.Glyma.08G181000
SHMT02m	SHMT/threoninealdolase 2m gene	glyma.Wm82.gnm2.ann1.Glyma.02G217100
SHMT06n	SHMT/threoninealdolase  6n gene	glyma.Wm82.gnm2.ann1.Glyma.06G107800
SHMT08n, SHMT08c	SHMT/threoninealdolase 8n gene	glyma.Wm82.gnm2.ann1.Glyma.08G187800
SHMT12c	SHMT/threoninealdolase 12c gene	glyma.Wm82.gnm2.ann1.Glyma.12G159200
SHMT13c	SHMT/threoninealdolase 13c gene	glyma.Wm82.gnm2.ann1.Glyma.13G077700
SHMT13ch	SHMT/threoninealdolase 13ch gene	glyma.Wm82.gnm2.ann1.Glyma.13G222300
SHMT14m	SHMT/threoninealdolase 14m gene	glyma.Wm82.gnm2.ann1.Glyma.14G184500
SHMT15c	SHMT/threoninealdolase 15c gene	glyma.Wm82.gnm2.ann1.Glyma.15G090000
SHMT15ch	SHMT/threoninealdolase 15ch gene	glyma.Wm82.gnm2.ann1.Glyma.15G089900
SHMT16c	SHMT/threoninealdolase 16c gene	glyma.Wm82.gnm2.ann1.Glyma.16G108100
SHOOT2	SHOOT2 protein gene	glyma.Wm82.gnm2.ann1.Glyma.19G190000
SIG5B	RNA polymerase sigma factor sigE, chloroplastic/mitochondrial-like gene	glyma.Wm82.gnm2.ann1.Glyma.06G125700
SIK1, WAK5	stress-induced receptor-like kinase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G100300
SIK2	stress-induced receptor-like kinase 2 gene	glyma.Wm82.gnm2.ann1.Glyma.15G021400
SIP1-1	aquaporin SIP1-1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G069800
SIP1-2	aquaporin SIP1-2 gene	glyma.Wm82.gnm2.ann1.Glyma.16G151300
SIP1-3	aquaporin SIP1-3 gene	glyma.Wm82.gnm2.ann1.Glyma.19G108400
SIP1-4	aquaporin SIP1-4 gene	glyma.Wm82.gnm2.ann1.Glyma.16G043800
SIP1-6	aquaporin SIP1-6 gene	glyma.Wm82.gnm2.ann1.Glyma.06G307000
SIP2-1	aquaporin SIP2-1 gene	glyma.Wm82.gnm2.ann1.Glyma.03G119300
SIP2-2	aquaporin SIP2-2 gene	glyma.Wm82.gnm2.ann1.Glyma.19G123600
SIR	sulfite reductase [ferredoxi^I, chloroplastic gene	glyma.Wm82.gnm2.ann1.Glyma.11G093200
SIZ1A	E3 SUMO-protein ligase SIZ1a gene	glyma.Wm82.gnm2.ann1.Glyma.12G071300
SIZ1B	E3 SUMO-protein ligase SIZ1b gene	glyma.Wm82.gnm2.ann1.Glyma.U020100
SKIP16	F-box protein SKIP16-like gene	glyma.Wm82.gnm2.ann1.Glyma.11G126500
SKP2A	protein binding gene	glyma.Wm82.gnm2.ann1.Glyma.14G118200
SLD1.1	delta-8-sphingolipid desaturase 1	glyma.Wm82.gnm2.ann1.Glyma.01G046000
SLD1.2, SLD2-1	delta-8-sphingolipid desaturase 1	glyma.Wm82.gnm2.ann1.Glyma.02G106300
SLD1.3, SLD2-2	delta-8-fatty-acid desaturase 2-like	glyma.Wm82.gnm2.ann1.Glyma.08G299900
SLD1.4	sphingolipid delta-8 desaturase	glyma.Wm82.gnm2.ann1.Glyma.14G095400
SLD1.5	delta-8-sphingolipid desaturase	glyma.Wm82.gnm2.ann1.Glyma.17G228400
SLD1.6	sphingolipid delta-8 desaturase	glyma.Wm82.gnm2.ann1.Glyma.18G120400
SLTI114	matrix metalloproteinase gene	glyma.Wm82.gnm2.ann1.Glyma.02G028100
SLTI248	DEAD-box RNA helicase gene	glyma.Wm82.gnm2.ann1.Glyma.01G010400
SMEP1	metalloproteinase gene	glyma.Wm82.gnm2.ann1.Glyma.02G215700
SMT2-1	sterol 24-C methyltransferase 2-1 gene	glyma.Wm82.gnm2.ann1.Glyma.04G020600
SMT2-2	24-methylenesterol C-methyltransferase 2-2 gene	glyma.Wm82.gnm2.ann1.Glyma.06G020700
SMXL01	Suppressor of Max2 gene 1-like gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G112300
SMXL02	Suppressor of Max2 gene 1-like gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G198000
SMXL03	Suppressor of Max2 gene 1-like gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G226900
SMXL04	Suppressor of Max2 gene 1-like gene 4	glyma.Wm82.gnm2.ann1.Glyma.04G062200
SMXL05	Suppressor of Max2 gene 1-like gene 5	glyma.Wm82.gnm2.ann1.Glyma.04G200400
SMXL06	Suppressor of Max2 gene 1-like gene 6	glyma.Wm82.gnm2.ann1.Glyma.04G203300
SMXL07, SB100	Suppressor of Max2 gene 1-like gene 7	glyma.Wm82.gnm2.ann1.Glyma.05G022200
SMXL08	Suppressor of Max2 gene 1-like gene 8	glyma.Wm82.gnm2.ann1.Glyma.05G201100
SMXL09	Suppressor of Max2 gene 1-like gene 9	glyma.Wm82.gnm2.ann1.Glyma.06G162200
SMXL10	Suppressor of Max2 gene 1-like gene 10	glyma.Wm82.gnm2.ann1.Glyma.06G165200
SMXL11	Suppressor of Max2 gene 1-like gene 11	glyma.Wm82.gnm2.ann1.Glyma.06G202200
SMXL12	Suppressor of Max2 gene 1-like gene 12	glyma.Wm82.gnm2.ann1.Glyma.08G008400
SMXL13	Suppressor of Max2 gene 1-like gene 13	glyma.Wm82.gnm2.ann1.Glyma.08G242100
SMXL14	Suppressor of Max2 gene 1-like gene 14	glyma.Wm82.gnm2.ann1.Glyma.10G079000
SMXL15	Suppressor of Max2 gene 1-like gene 15	glyma.Wm82.gnm2.ann1.Glyma.10G196300
SMXL16	Suppressor of Max2 gene 1-like gene 16	glyma.Wm82.gnm2.ann1.Glyma.11G174500
SMXL17	Suppressor of Max2 gene 1-like gene 17	glyma.Wm82.gnm2.ann1.Glyma.11G230700
SMXL18	Suppressor of Max2 gene 1-like gene 18	glyma.Wm82.gnm2.ann1.Glyma.13G058600
SMXL19	Suppressor of Max2 gene 1-like gene 19	glyma.Wm82.gnm2.ann1.Glyma.13G092700
SMXL20	Suppressor of Max2 gene 1-like gene 20	glyma.Wm82.gnm2.ann1.Glyma.13G101300
SMXL21	Suppressor of Max2 gene 1-like gene 21	glyma.Wm82.gnm2.ann1.Glyma.14G193900
SMXL22	Suppressor of Max2 gene 1-like gene 22	glyma.Wm82.gnm2.ann1.Glyma.15G167000
SMXL23	Suppressor of Max2 gene 1-like gene 23	glyma.Wm82.gnm2.ann1.Glyma.17G058400
SMXL24	Suppressor of Max2 gene 1-like gene 24	glyma.Wm82.gnm2.ann1.Glyma.17G067700
SMXL25	Suppressor of Max2 gene 1-like gene 25	glyma.Wm82.gnm2.ann1.Glyma.17G077500
SMXL26	Suppressor of Max2 gene 1-like gene 26	glyma.Wm82.gnm2.ann1.Glyma.18G026600
SMXL27	Suppressor of Max2 gene 1-like gene 27	glyma.Wm82.gnm2.ann1.Glyma.18G062300
SMXL28	Suppressor of Max2 gene 1-like gene 28	glyma.Wm82.gnm2.ann1.Glyma.18G264400
SMXL29	Suppressor of Max2 gene 1-like gene 29	glyma.Wm82.gnm2.ann1.Glyma.19G027900
SMXL30	Suppressor of Max2 gene 1-like gene 30	glyma.Wm82.gnm2.ann1.Glyma.20G073000
SMXL31	Suppressor of Max2 gene 1-like gene 31	glyma.Wm82.gnm2.ann1.Glyma.20G193900
SNAP-1	nucleosome assembly protein 1 gene	glyma.Wm82.gnm2.ann1.Glyma.15G170700
SNAP02	soluble NSF attachment protein SNAP02 gene	glyma.Wm82.gnm2.ann1.Glyma.02G260400
SNAP09	soluble NSF attachment protein SNAP09 gene	glyma.Wm82.gnm2.ann1.Glyma.09G279400
SNAP11	soluble NSF attachment protein SNAP11 gene	glyma.Wm82.gnm2.ann1.Glyma.11G234500
SNAP14	soluble NSF attachment protein SNAP14 gene	glyma.Wm82.gnm2.ann1.Glyma.14G054900
SNAP18	soluble NSF attachment protein SNAP18 gene	glyma.Wm82.gnm2.ann1.Glyma.18G022500
SNF5	chromatin structure-remodeling complex protein BSH-like gene	glyma.Wm82.gnm2.ann1.Glyma.13G117200
SNRK1	SNF-1-like serine/threonine protein kinase gene	glyma.Wm82.gnm2.ann1.Glyma.13G060400
SNRK1.1	sucrose non-fermenting-1 related protein kinase gene	glyma.Wm82.gnm2.ann1.Glyma.08G240300
SOC1_	TM3 MIKCc Transcription Factor gene	glyma.Wm82.gnm2.ann1.Glyma.09G266200
SOD, CCS25, CCS26, CCS27, CCS28, CCS29, SOD1	Super Oxide Dismutase gene	glyma.Wm82.gnm2.ann1.Glyma.19G240400
SODB	Fe-superoxide dismutase gene B	glyma.Wm82.gnm2.ann1.Glyma.20G196900
SODB2	iron-superoxide dismutase gene B2	glyma.Wm82.gnm2.ann1.Glyma.10G193500
SOMT-9	O-methyltransferase SOMT-9 gene	glyma.Wm82.gnm2.ann1.Glyma.17G171100
SOY69	actin gene	glyma.Wm82.gnm2.ann1.Glyma.05G000900
SOYAP1	aspartic proteinase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.17G011500
SOYAP2	aspartic proteinase 2 gene	glyma.Wm82.gnm2.ann1.Glyma.19G225500
SOYCTA	putative cadmium-transporting ATPase gene	glyma.Wm82.gnm2.ann1.Glyma.05G098800
SOYGBFA	G-box binding factor gene	glyma.Wm82.gnm2.ann1.Glyma.11G065000
SOYSTGA, TGA15	bZIP transcription factor gene	glyma.Wm82.gnm2.ann1.Glyma.11G236300
SPCH1	transcription factor SPEECHLESS gene	glyma.Wm82.gnm2.ann1.Glyma.04G238400
SPCH2	transcription factor SPEECHLESS-like gene SPCH2	glyma.Wm82.gnm2.ann1.Glyma.06G125500
SPCH3	transcription factor SPEECHLESS-like gene SPCH3	glyma.Wm82.gnm2.ann1.Glyma.13G040100
SPCH4	transcription factor SPEECHLESS-like gene SPCH4	glyma.Wm82.gnm2.ann1.Glyma.14G160700
SPCP1	nodulin-26 gene	glyma.Wm82.gnm2.ann1.Glyma.03G185900
SPL-1	spotted leaf-1 gene	glyma.Wm82.gnm2.ann1.Glyma.04G242300
SPL9A	squamosa promoter-binding-like protein 9a gene	glyma.Wm82.gnm2.ann1.Glyma.02G177500
SPL9B	squamosa promoter-binding-like protein 9b gene	glyma.Wm82.gnm2.ann1.Glyma.09G113800
SPL9C	squamosa promoter-binding-like protein 9c gene	glyma.Wm82.gnm2.ann1.Glyma.03G143100
SPL9D	squamosa promoter-binding-like protein 9d gene	glyma.Wm82.gnm2.ann1.Glyma.19G146000
SPS13	Sucrose Phosphate Synthase gene 13	glyma.Wm82.gnm2.ann1.Glyma.13G161600
SPS14	Sucrose Phosphate Synthase gene 14	glyma.Wm82.gnm2.ann1.Glyma.14G029100
SPS17	Sucrose Phosphate Synthase gene 17	glyma.Wm82.gnm2.ann1.Glyma.17G109700
SPS18	Sucrose Phosphate Synthase gene 18	glyma.Wm82.gnm2.ann1.Glyma.18G108100
SPS4	Sucrose Phosphate Synthase gene 4	glyma.Wm82.gnm2.ann1.Glyma.04G110200
SPS6	Sucrose Phosphate Synthase gene 6	glyma.Wm82.gnm2.ann1.Glyma.06G323700
SPS8	Sucrose Phosphate Synthase gene 8	glyma.Wm82.gnm2.ann1.Glyma.08G308600
SPX-MFS3, PHT5.3	SPX-MFS containing protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.10G229900
SPX-MFS5, PHT5.5	SPX-MFS containing protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.18G228700
SPX-MFS6, PHT5.6	SPX-MFS containing protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.20G163400
SPX-NLA1	SPX-NLA  containing protein gene 1	glyma.Wm82.gnm2.ann1.Glyma.03G214100
SPX-NLA2, SPX-RING1	SPX-NLA containing protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.10G018800
SPX-NLA3	SPX-NLA containing protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.19G203000
SPX-NLA4	SPX-NLA containing protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.19G210900
SPX-PHO1-10, PHO1-H7, PHO1.10	SPX-PHO 1 containing protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.20G031700
SPX-PHO1-11, PHO1-H9, PHO1;H9, PHO1.11	SPX-PHO 1 containing protein gene 11	glyma.Wm82.gnm2.ann1.Glyma.20G032400
SPX-PHO1-12, PHO1-H10, PHO1;H10, PHO1.12	SPX-PHO 1 containing protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.20G032500
SPX-PHO1-13, PHO1-H11, PHO1.13	SPX-PHO 1 containing protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.20G032600
